id,offense,total,white,black,american_indian,asian,year
5204715,Driving under the influence,1467300,1275820,147210,25270,19010,1996
7801789,Liquor laws,677400,556990,98710,17130,4570,1996
4763198,Drunkenness,718700,586390,111830,17760,2730,1996
3958987,Disorderly conduct,842600,540160,285730,11240,5460,1996
5560795,Vagrancy,27800,15320,11850,530,110,1996
3161870,All other offenses,3786700,2463350,1233130,48650,41570,1996
9326399,Curfew and loitering law violations,185100,136030,43580,2300,3190,1996
2788577,Runaways,195700,,,,,1996
8732731,Murder and nonnegligent manslaughter,21230,9370,11410,190,270,1995
4078738,Forcible rape,34650,19670,14270,350,360,1995
9300812,Robbery,171870,66650,102300,870,2050,1995
5871467,Aggravated assault,568480,340940,215830,5650,6060,1995
6838739,Burglary,386500,262350,116210,3910,4040,1995
5734197,Larceny-theft,1530200,992620,497270,16940,23380,1995
7407111,Motor vehicle theft,191900,112340,73840,2280,3450,1995
8024216,Arson,20000,15070,4540,200,190,1995
3860633,Other assaults,1290400,816590,444900,15800,13120,1995
5937601,Forgery and counterfeiting,122300,80790,39200,720,1590,1995
4775467,Fraud,436400,286460,144600,2280,3060,1995
4965320,Embezzlement,15200,9980,4920,100,200,1995
4372473,Stolen property (buying or receiving or possessing),166500,99380,63900,1260,1960,1995
8871932,Vandalism,311100,229450,74000,4040,3610,1995
1131961,Weapons (carrying or possessing or etc.),243900,145630,93850,1680,2740,1995
1973523,Prostitution and commercialized vice,97700,58260,37340,490,1620,1995
4816159,Sex offenses (except forcible rape and prostitution),94500,71070,21270,1050,1110,1995
6409169,Drug abuse violations,1476100,910290,550250,7120,8440,1995
7128023,Gambling,19500,9380,9180,80,860,1995
3721523,Offenses against family and children,142900,94710,44640,1480,2060,1995
7202181,Driving under the influence,1436000,1242890,153380,22820,16910,1995
2490855,Liquor laws,594900,483520,93230,14010,4140,1995
5414766,Drunkenness,708100,575590,112270,17810,2440,1995
9262423,Disorderly conduct,748600,472160,262670,9440,4340,1995
4889159,Vagrancy,25900,13950,11200,640,110,1995
7485776,All other offenses,3865400,2478670,1304870,42170,39700,1995
745738,Curfew and loitering law violations,149800,114970,30310,2060,2460,1995
7718565,Runaways,249500,,,,,1995
183699,Murder and nonnegligent manslaughter,13190,6350,6540,140,160,2003
3665206,Forcible rape,26350,16690,8970,360,320,2003
8385719,Robbery,107553,46540,59130,690,1200,2003
9607114,Aggravated assault,449933,286020,153420,5130,5370,2003
3902455,Burglary,290956,204130,80780,2990,3060,2003
9977186,Larceny-theft,1145074,777680,335940,14120,17330,2003
4409857,Motor vehicle theft,152934,93780,54820,1560,2780,2003
5934052,Arson,16163,12450,3440,150,120,2003
7751198,Other assaults,1246698,816370,399750,16250,14340,2003
4154770,Forgery and counterfeiting,111823,77050,32840,620,1310,2003
1096602,Fraud,299138,203420,92220,1610,1890,2003
2198012,Embezzlement,16826,11420,5080,90,240,2003
1401096,Stolen property (buying or receiving or possessing),126775,75880,48640,910,1340,2003
2859284,Vandalism,273431,206030,60450,3830,3130,2003
5549457,Weapons (carrying or possessing or etc.),167972,102640,62260,1190,1880,2003
7267617,Prostitution and commercialized vice,75190,43670,29420,410,1690,2003
7480264,Sex offenses (except forcible rape and prostitution),91546,66760,22530,1010,1250,2003
6038051,Drug abuse violations,1678192,1097610,557170,10620,12790,2003
9926806,Gambling,10954,2880,7690,20,360,2003
7730783,Offenses against family and children,136034,91030,41680,1720,1610,2003
9349054,Driving under the influence,1448148,1272640,139770,21300,14440,2003
9967127,Liquor laws,612079,531520,57970,16520,6070,2003
7215644,Drunkenness,548616,458240,73300,14060,3030,2003
6761709,Disorderly conduct,639371,419250,205670,9570,4880,2003
8490468,Vagrancy,28948,16440,11780,510,220,2003
4553088,All other offenses,3665543,2441830,1121460,52470,49780,2003
7354208,Curfew and loitering law violations,136461,92020,41510,1070,1870,2003
2811020,Runaways,123581,,,,,2003
622417,Murder and nonnegligent manslaughter,14158,6680,7170,140,170,2002
4383906,Forcible rape,28288,17790,9790,340,370,2002
4690145,Robbery,105774,45650,58320,610,1190,2002
7496822,Aggravated assault,472290,297380,163890,5490,5530,2002
2226477,Burglary,288291,201280,81060,2680,3270,2002
9747478,Larceny-theft,1160085,782040,345190,14260,18590,2002
9254988,Motor vehicle theft,148943,87710,56580,1600,3060,2002
3959166,Arson,16635,12680,3670,140,150,2002
2088180,Other assaults,1288682,850480,407520,16310,14380,2002
3377413,Forgery and counterfeiting,115735,79230,34190,630,1690,2002
1142357,Fraud,337404,229000,104270,1840,2290,2002
6637723,Embezzlement,18552,12570,5600,90,280,2002
5656758,Stolen property (buying or receiving or possessing),126422,74220,49980,860,1360,2002
1039151,Vandalism,276697,209240,60660,3780,3020,2002
9396439,Weapons (carrying or possessing or etc.),164446,100600,60760,1220,1860,2002
942188,Prostitution and commercialized vice,79733,45530,31980,490,1750,2002
3557644,Sex offenses (except forcible rape and prostitution),95066,70420,22340,940,1370,2002
9235541,Drug abuse violations,1538813,997630,519890,9520,11780,2002
4248931,Gambling,10506,2940,6930,70,570,2002
6607242,Offenses against family and children,140286,95650,40850,1670,2120,2002
9428955,Driving under the influence,1461746,1280230,145280,22450,13780,2002
1289497,Liquor laws,653819,569400,61280,16740,6410,2002
4286822,Drunkenness,572735,477810,78260,13830,2840,2002
1658625,Disorderly conduct,669938,445310,208940,10720,4960,2002
6403524,Vagrancy,27295,16630,9890,570,210,2002
3852397,All other offenses,3662159,2440780,1118590,51720,51070,2002
8189929,Curfew and loitering law violations,141252,96900,40570,1590,2190,2002
4864192,Runaways,125688,,,,,2002
6020991,Murder and nonnegligent manslaughter,13653,6470,6830,170,180,2001
9490360,Forcible rape,27270,16880,9710,300,380,2001
4046359,Robbery,108400,46530,59980,580,1310,2001
3303521,Aggravated assault,477809,301160,165230,5250,6170,2001
8129813,Burglary,291444,202230,83020,3000,3190,2001
7416593,Larceny-theft,1160821,766570,362370,14300,17580,2001
7935638,Motor vehicle theft,147451,85690,57720,1440,2600,2001
8261976,Arson,18749,14420,3970,190,180,2001
5426960,Other assaults,1315807,866020,417530,17630,14630,2001
3666504,Forgery and counterfeiting,113741,75170,35720,650,2200,2001
7463385,Fraud,323308,215400,103300,1770,2840,2001
7039841,Embezzlement,20157,13250,6500,100,310,2001
1683467,Stolen property (buying or receiving or possessing),121972,70330,49410,880,1360,2001
4053268,Vandalism,270645,202570,61710,3530,2840,2001
5238104,Weapons (carrying or possessing or etc.),165896,99380,63530,1180,1800,2001
464439,Prostitution and commercialized vice,80854,45980,32400,420,2050,2001
8416872,Sex offenses (except forcible rape and prostitution),91828,66740,22790,950,1350,2001
8095094,Drug abuse violations,1586902,1014110,552380,8820,11590,2001
1899755,Gambling,11112,4510,6210,10,380,2001
5902910,Offenses against family and children,143683,96580,43460,1650,2000,2001
796980,Driving under the influence,1434852,1261740,140090,19940,13090,2001
9771410,Liquor laws,610591,477530,116400,12600,4050,2001
8241425,Drunkenness,618668,519760,81210,14720,2970,2001
3395548,Disorderly conduct,621394,398220,210710,8150,4310,2001
9909310,Vagrancy,27935,16390,10830,560,150,2001
1443741,All other offenses,3618164,2351070,1179860,44760,42470,2001
1209561,Curfew and loitering law violations,142889,102670,36710,1410,2110,2001
8164459,Runaways,133259,,,,,2001
5150890,Murder and nonnegligent manslaughter,13227,6060,6860,140,170,2000
568033,Forcible rape,27469,17150,9710,320,280,2000
9124886,Robbery,106130,44870,59190,640,1420,2000
6199430,Aggravated assault,478417,299910,166310,5840,6360,2000
7496072,Burglary,289844,200790,82740,3050,3270,2000
4928712,Larceny-theft,1166362,773630,359010,15410,18310,2000
7335201,Motor vehicle theft,148225,84420,59430,1820,2560,2000
882813,Arson,16530,12500,3710,170,150,2000
1645310,Other assaults,1312169,864050,415900,18130,14090,2000
1040788,Forgery and counterfeiting,108654,72130,34190,670,1670,2000
6693002,Fraud,345732,224490,116390,1890,2970,2000
7687361,Embezzlement,18952,12020,6490,120,330,2000
2657844,Stolen property (buying or receiving or possessing),118641,67380,49010,950,1310,2000
2094817,Vandalism,281305,213030,61390,3840,3050,2000
3744897,Weapons (carrying or possessing or etc.),159181,95810,60170,1280,1930,2000
865813,Prostitution and commercialized vice,87620,50790,34190,680,1960,2000
569523,Sex offenses (except forcible rape and prostitution),93399,68900,22230,1030,1240,2000
6360546,Drug abuse violations,1579566,1005850,553910,9130,10680,2000
3326514,Gambling,10842,4800,5640,40,370,2000
748251,Offenses against family and children,147663,99080,44930,1650,2010,2000
4709984,Driving under the influence,1471289,1295860,141060,21630,12750,2000
4318593,Liquor laws,683124,540600,123090,15440,3990,2000
1375693,Drunkenness,637554,534270,85440,14810,3030,2000
2773008,Disorderly conduct,638740,413700,212500,8570,3980,2000
7958711,Vagrancy,32542,17280,14420,660,180,2000
2955538,All other offenses,3710434,2389810,1233420,46430,40780,2000
8208409,Curfew and loitering law violations,154711,113340,36400,2070,2900,2000
9699200,Runaways,141975,,,,,2000
